Dates,Open rates,Max Rates,Min Rates
05-07-2017,"11,3000","11,4500","11,3000"
06-07-2017,"11,4500","11,4500","11,4500"
07-07-2017,"11,4500","11,4500","11,3300"
10-07-2017,"11,2000","11,5500","11,2000"
11-07-2017,"11,5500","11,5500","10,7300"
12-07-2017,"11,4600","11,4600","11,0100"
13-07-2017,"11,0600","11,3600","10,9500"
14-07-2017,"11,2000","11,4900","11,0200"
17-07-2017,"11,0200","11,3800","11,0100"
18-07-2017,"11,3800","11,4000","11,1200"
19-07-2017,"11,1800","11,2800","11,0000"
20-07-2017,"11,0300","11,0500","11,0200"
21-07-2017,"11,0200","11,1000","10,7600"
24-07-2017,"10,7700","10,8000","10,4500"
25-07-2017,"10,4600","10,4600","10,0600"
26-07-2017,"10,4000","10,4500","10,3000"
27-07-2017,"10,4500","10,6400","10,3000"
28-07-2017,"10,7700","10,7700","10,3700"
31-07-2017,"10,5200","10,7100","10,3700"
01-08-2017,"10,7000","10,7000","10,4200"
02-08-2017,"10,7200","10,7200","10,5600"
03-08-2017,"10,6000","10,6000","10,5000"
04-08-2017,"10,5000","10,5000","10,4000"
07-08-2017,"10,4000","10,4000","10,3900"
08-08-2017,"10,4500","10,6800","10,4200"
09-08-2017,"10,6800","10,8000","10,5500"
10-08-2017,"10,4500","10,6800","10,4500"
11-08-2017,"10,4900","10,5000","10,3000"
14-08-2017,"10,4000","10,4500","10,4000"
16-08-2017,"10,5000","10,8000","10,3000"
17-08-2017,"10,3500","10,5000","10,3500"
18-08-2017,"10,5000","10,5000","10,3000"
21-08-2017,"10,4000","10,4000","10,3000"
22-08-2017,"10,3000","10,3500","10,2300"
23-08-2017,"10,3100","10,5900","10,3100"
24-08-2017,"10,3600","10,5000","10,1000"
25-08-2017,"10,5800","10,5800","10,5400"
28-08-2017,"10,5800","10,6000","10,3100"
29-08-2017,"10,4000","10,6000","10,3800"
30-08-2017,"10,3900","10,5900","10,3700"
31-08-2017,"10,4100","10,4900","10,3200"
01-09-2017,"10,4700","10,4900","10,3000"
04-09-2017,"10,4000","10,4900","10,0500"
05-09-2017,"10,0600","10,2400","10,0000"
06-09-2017,"10,0600","10,1000","10,0500"
07-09-2017,"10,0500","10,0700","9,7100"
08-09-2017,"9,9500","9,9900","9,8000"
11-09-2017,"9,9900","9,9900","9,7600"
12-09-2017,"9,9500","9,9500","9,8000"
13-09-2017,"9,7700","9,9400","9,7700"
14-09-2017,"9,9000","9,9000","9,8500"
15-09-2017,"9,9900","10,1600","9,8400"
18-09-2017,"10,0200","10,2900","10,0200"
19-09-2017,"10,3400","10,5000","10,3400"
20-09-2017,"10,4800","10,6800","10,4200"
21-09-2017,"10,6800","10,9700","10,6000"
22-09-2017,"10,8000","10,9700","10,7500"
25-09-2017,"10,8200","10,9500","10,8200"
26-09-2017,"10,8300","10,8300","10,8000"
27-09-2017,"10,8000","10,8000","10,2200"
28-09-2017,"10,3100","10,5000","10,3100"
29-09-2017,"10,2800","10,3800","10,2200"
02-10-2017,"10,2500","10,2500","10,0800"
03-10-2017,"10,1800","10,2000","10,0600"
04-10-2017,"10,0600","10,0600","9,7200"
05-10-2017,"9,7000","9,8900","9,3100"
06-10-2017,"9,4400","9,4400","9,3300"
09-10-2017,"9,3200","9,7400","8,5500"
10-10-2017,"8,8600","8,9300","8,4500"
11-10-2017,"8,6500","8,6500","8,4700"
12-10-2017,"8,6000","8,6600","8,6000"
13-10-2017,"8,5200","8,6000","8,5000"
16-10-2017,"8,5100","8,5800","8,1100"
17-10-2017,"8,5600","8,5600","8,1100"
18-10-2017,"8,1400","8,2800","7,9500"
19-10-2017,"7,9700","7,9700","7,9200"
20-10-2017,"7,9200","7,9500","7,9200"
23-10-2017,"8,1000","8,1000","7,8100"
24-10-2017,"8,0200","8,0500","7,7700"
25-10-2017,"8,0400","8,0400","7,5000"
26-10-2017,"7,5000","7,5000","6,8200"
27-10-2017,"6,9000","6,9500","6,5000"
30-10-2017,"6,6000","6,7900","6,4300"
31-10-2017,"6,5000","6,5000","6,3100"
02-11-2017,"6,6700","6,6700","6,1400"
03-11-2017,"6,2900","6,4500","6,1100"
06-11-2017,"6,3300","6,5800","6,2000"
07-11-2017,"6,5900","6,5900","6,3600"
08-11-2017,"6,4800","6,4800","6,2500"
09-11-2017,"6,4200","6,4700","6,2300"
10-11-2017,"6,3900","6,3900","5,9800"
13-11-2017,"6,0100","6,0100","5,5500"
14-11-2017,"5,9100","5,9600","5,6500"
15-11-2017,"5,9800","6,1900","5,9200"
16-11-2017,"6,0000","6,1500","5,9100"
17-11-2017,"6,0900","7,2900","6,0900"
20-11-2017,"7,0800","7,3000","6,5500"
21-11-2017,"6,8500","6,8500","6,4100"
22-11-2017,"6,6000","6,9300","6,4000"
23-11-2017,"6,5400","6,5400","6,3900"
24-11-2017,"6,6000","6,6900","6,3800"
27-11-2017,"6,6000","6,6000","6,3000"
28-11-2017,"6,5600","6,5600","6,3300"
29-11-2017,"6,5200","6,5200","6,0300"
30-11-2017,"6,3300","6,3300","5,9500"
01-12-2017,"5,9000","6,0000","5,8000"
04-12-2017,"5,9000","6,1600","5,8000"
05-12-2017,"6,0000","6,0000","5,4200"
06-12-2017,"5,5500","5,5500","5,4100"
07-12-2017,"5,5000","5,5500","5,4400"
08-12-2017,"5,4400","5,5000","5,4000"
11-12-2017,"5,5400","5,5400","5,4000"
12-12-2017,"5,5000","5,5000","5,3300"
13-12-2017,"5,4600","5,5300","5,3400"
14-12-2017,"5,4000","5,5000","5,3800"
15-12-2017,"5,4200","5,4300","5,3500"
18-12-2017,"5,3500","5,3900","4,9300"
19-12-2017,"5,0000","5,0100","4,9000"
20-12-2017,"4,9600","4,9600","4,6500"
21-12-2017,"4,8700","4,8800","4,7200"
22-12-2017,"4,7500","4,7900","4,6200"
27-12-2017,"4,7100","4,7400","4,6600"
28-12-2017,"4,6800","5,0000","4,6600"
29-12-2017,"4,6600","4,7000","4,5800"
03-01-2018,"4,7000","4,7000","4,6600"
04-01-2018,"4,8000","5,2400","4,8000"
05-01-2018,"5,3000","5,6800","5,1600"
08-01-2018,"5,5600","6,0000","5,5600"
09-01-2018,"5,9000","5,9800","5,6000"
10-01-2018,"5,6600","5,8400","5,5800"
11-01-2018,"6,0000","6,0000","5,7400"
12-01-2018,"5,7800","5,7800","5,6000"
15-01-2018,"5,7400","5,7600","5,6600"
16-01-2018,"5,7000","5,7000","5,5000"
17-01-2018,"5,6000","5,6000","5,5000"
18-01-2018,"5,5000","5,7600","5,3400"
19-01-2018,"5,2600","5,3000","5,2000"
22-01-2018,"5,3800","5,3800","5,2400"
23-01-2018,"5,3600","5,3600","5,2600"
24-01-2018,"5,2600","5,3000","5,2400"
25-01-2018,"5,2000","5,3000","4,9000"
26-01-2018,"5,1000","5,2000","5,1000"
29-01-2018,"5,2000","5,2000","5,0000"
30-01-2018,"5,0200","5,0200","4,9700"
31-01-2018,"4,9300","4,9500","4,8300"
01-02-2018,"4,9800","4,9900","4,9000"
02-02-2018,"4,9000","4,9000","4,8700"
05-02-2018,"4,8600","4,8700","4,8100"
06-02-2018,"4,7100","4,7100","4,4100"
07-02-2018,"4,7000","4,7900","4,5800"
08-02-2018,"4,6500","4,6800","4,5800"
09-02-2018,"4,6100","4,6800","4,6000"
12-02-2018,"4,6300","4,7600","4,5800"
13-02-2018,"4,5600","4,5600","4,4600"
14-02-2018,"4,5000","4,5700","4,5000"
15-02-2018,"4,5000","4,6400","4,4900"
16-02-2018,"4,5900","4,5900","4,2300"
19-02-2018,"4,3600","4,3600","4,2400"
20-02-2018,"4,3600","4,3600","4,3000"
21-02-2018,"4,2800","4,2900","4,2200"
22-02-2018,"4,2500","4,3000","4,2200"
23-02-2018,"4,2800","4,2800","4,2500"
26-02-2018,"4,2800","4,2900","4,0000"
27-02-2018,"4,1000","4,2300","4,0700"
28-02-2018,"4,1800","4,1800","4,0500"
01-03-2018,"4,1500","4,1500","3,9800"
02-03-2018,"3,9800","4,0000","3,9000"
05-03-2018,"3,9800","3,9900","3,9000"
06-03-2018,"3,9900","3,9900","3,8400"
07-03-2018,"3,8700","3,9800","3,8600"
08-03-2018,"3,9500","3,9800","3,8800"
09-03-2018,"3,9800","3,9800","3,9000"
12-03-2018,"4,3100","4,6500","4,2100"
13-03-2018,"4,5000","4,5000","4,2800"
14-03-2018,"4,2100","4,3700","4,0300"
15-03-2018,"4,1900","4,4000","4,0300"
16-03-2018,"4,1400","4,2500","4,1400"
19-03-2018,"4,1300","4,1400","4,0500"
20-03-2018,"4,1300","4,2700","4,1000"
21-03-2018,"4,0800","4,2500","4,0600"
22-03-2018,"4,4800","4,5300","4,3300"
23-03-2018,"4,4000","4,5000","4,3400"
26-03-2018,"4,3000","4,4800","4,2000"
27-03-2018,"4,1300","4,4500","4,1300"
28-03-2018,"4,3000","4,4600","4,2100"
29-03-2018,"4,4600","4,7600","4,3400"
03-04-2018,"4,8000","5,8000","4,8000"
04-04-2018,"6,0000","6,2200","5,4600"
05-04-2018,"5,8000","5,8000","5,4800"
06-04-2018,"5,6000","5,6000","5,3800"
09-04-2018,"5,5400","5,5600","5,5000"
10-04-2018,"5,5000","5,7200","5,5000"
11-04-2018,"5,7200","6,0000","5,7200"
12-04-2018,"6,0000","6,0000","5,6000"
13-04-2018,"5,6800","5,8000","5,6000"
16-04-2018,"6,0000","6,0000","5,7800"
17-04-2018,"5,9400","5,9400","5,7600"
18-04-2018,"5,7000","5,8400","5,6200"
19-04-2018,"5,8000","5,8000","5,5000"
20-04-2018,"5,5000","5,6000","5,4000"
23-04-2018,"5,6000","5,6000","5,0400"
24-04-2018,"5,3000","5,3000","4,6000"
25-04-2018,"4,6000","4,6800","3,8700"
26-04-2018,"3,8600","4,0600","3,8500"
27-04-2018,"4,0200","4,1900","3,8200"
30-04-2018,"4,0000","4,1000","3,8700"
02-05-2018,"3,9500","4,1300","3,9100"
04-05-2018,"4,1000","4,2200","4,1000"
07-05-2018,"4,2200","4,3700","4,2100"
08-05-2018,"4,2200","4,2200","4,0000"
09-05-2018,"4,1400","4,3000","4,0000"
10-05-2018,"4,2900","4,4500","4,2000"
11-05-2018,"4,3800","4,4000","4,2000"
14-05-2018,"4,3000","4,3600","4,2200"
15-05-2018,"4,1600","4,2500","3,9000"
16-05-2018,"4,1900","4,2100","4,0700"
17-05-2018,"4,0600","4,1400","4,0000"
18-05-2018,"4,0000","4,0900","3,9000"
21-05-2018,"4,0100","4,0400","3,9500"
22-05-2018,"4,0000","4,0000","3,6100"
23-05-2018,"3,7000","3,9600","3,6000"
24-05-2018,"3,9300","3,9700","3,8000"
25-05-2018,"3,8900","3,8900","3,7500"
28-05-2018,"3,8500","3,9500","3,8000"
29-05-2018,"3,8000","3,8500","3,5000"
30-05-2018,"3,6800","3,8500","3,6300"
01-06-2018,"3,8700","3,8800","3,6800"
04-06-2018,"3,7500","3,8100","3,5800"
05-06-2018,"3,7000","3,7000","3,5400"
06-06-2018,"3,6900","3,7600","3,6900"
07-06-2018,"3,7600","3,8800","3,7600"
08-06-2018,"3,8900","3,8900","3,8000"
11-06-2018,"3,8200","3,8800","3,7000"
12-06-2018,"3,7700","3,8500","3,6500"
13-06-2018,"3,7000","3,7000","3,5000"
14-06-2018,"3,6500","3,7300","3,6500"
15-06-2018,"3,7700","3,8500","3,5400"
18-06-2018,"3,5500","3,5600","3,4500"
19-06-2018,"3,4500","3,4600","3,1800"
20-06-2018,"3,2000","3,2500","3,1500"
21-06-2018,"3,1500","3,1500","2,8500"
22-06-2018,"3,1600","3,1600","2,9000"
25-06-2018,"2,9000","3,0500","2,9000"
26-06-2018,"2,9700","3,0000","2,9100"
27-06-2018,"3,0000","3,0000","2,9000"
28-06-2018,"2,9100","2,9600","2,8000"
29-06-2018,"2,9600","3,0000","2,9600"
02-07-2018,"3,0400","3,0400","2,9000"
03-07-2018,"2,9900","2,9900","2,9000"
04-07-2018,"2,9000","3,0500","2,9000"
05-07-2018,"3,0700","3,1400","2,9700"
06-07-2018,"2,9700","3,0000","2,9500"
09-07-2018,"3,0000","3,0000","2,9900"
10-07-2018,"3,0000","3,0500","3,0000"
11-07-2018,"3,0000","3,0500","3,0000"
12-07-2018,"2,9700","2,9700","2,9600"
13-07-2018,"2,9600","2,9600","2,8200"
16-07-2018,"2,9900","3,0000","2,7000"
17-07-2018,"2,8500","2,9400","2,8100"
18-07-2018,"2,8900","2,9500","2,8400"
19-07-2018,"2,9400","3,0700","2,8400"
20-07-2018,"3,1100","3,1100","2,9100"
23-07-2018,"3,0600","3,0600","2,9300"
24-07-2018,"3,0200","3,0600","2,9600"
25-07-2018,"3,0500","3,1200","2,9000"
26-07-2018,"3,0300","3,2700","2,9400"
27-07-2018,"3,4000","3,4300","3,0600"
30-07-2018,"3,1400","3,1400","3,0400"
31-07-2018,"3,0900","3,1300","2,9100"
01-08-2018,"2,9900","3,0400","2,9300"
02-08-2018,"3,0100","3,0800","2,9700"
03-08-2018,"3,0700","3,1700","3,0400"
06-08-2018,"3,0500","3,0500","2,9500"
07-08-2018,"3,0200","3,0300","2,8800"
08-08-2018,"2,9600","3,0100","2,9500"
09-08-2018,"3,0300","3,1700","3,0000"
10-08-2018,"3,0800","3,0800","2,9500"
13-08-2018,"2,9900","3,0300","2,9000"
14-08-2018,"2,9300","3,1600","2,9300"
16-08-2018,"3,1700","3,2500","3,0800"
17-08-2018,"3,2000","3,2000","2,9400"
20-08-2018,"3,0300","3,1000","2,9800"
21-08-2018,"3,0800","3,0800","2,8500"
22-08-2018,"2,8700","2,9300","2,8500"
23-08-2018,"2,9000","2,9500","2,8600"
24-08-2018,"2,9800","3,0300","2,7800"
27-08-2018,"2,8700","2,9800","2,8700"
28-08-2018,"2,9100","3,0200","2,8600"
29-08-2018,"3,0100","3,0100","2,9000"
30-08-2018,"3,0100","3,0200","2,9000"
31-08-2018,"2,9100","2,9500","2,7100"
03-09-2018,"2,9300","2,9600","2,9300"
04-09-2018,"2,9600","2,9600","2,8400"
05-09-2018,"2,8600","2,9200","2,7500"
06-09-2018,"2,7400","2,7400","2,4700"
07-09-2018,"2,5700","2,6100","2,4000"
10-09-2018,"2,5300","2,5500","2,4800"
11-09-2018,"2,5200","2,6500","2,5000"
12-09-2018,"2,5600","2,5600","2,4000"
13-09-2018,"2,4200","2,5400","2,3000"
14-09-2018,"2,4500","2,5600","2,4500"
17-09-2018,"2,5800","2,5800","2,4200"
18-09-2018,"2,4600","2,5500","2,4600"
19-09-2018,"2,5600","2,5600","2,4600"
20-09-2018,"2,4600","2,5000","2,3100"
21-09-2018,"2,3500","2,4700","2,3500"
24-09-2018,"2,3900","2,5000","2,3900"
25-09-2018,"2,4200","2,4200","2,3500"
26-09-2018,"2,4200","2,4700","2,4000"
27-09-2018,"2,4700","2,6800","2,4300"
28-09-2018,"2,6700","2,8000","2,5400"
01-10-2018,"2,5000","2,6500","2,4600"
02-10-2018,"2,5800","2,6500","2,5200"
03-10-2018,"2,6300","2,6300","2,4600"
04-10-2018,"2,5000","2,5700","2,5000"
05-10-2018,"2,5000","2,5700","2,5000"
08-10-2018,"2,5100","2,5100","2,5100"
09-10-2018,"2,5000","2,6200","2,5000"
10-10-2018,"2,5500","2,6000","2,5300"
11-10-2018,"2,4600","2,4800","2,4500"
12-10-2018,"2,4800","2,5800","2,4800"
15-10-2018,"2,4400","2,5600","2,4400"
16-10-2018,"2,4900","2,5000","2,4500"
17-10-2018,"2,4800","2,5000","2,4500"
18-10-2018,"2,5000","2,5600","2,5000"
19-10-2018,"2,5400","2,6000","2,5100"
22-10-2018,"2,6000","2,6200","2,5000"
23-10-2018,"2,5000","2,5000","2,4400"
24-10-2018,"2,4900","2,4900","2,4900"
25-10-2018,"2,4300","2,4900","2,3500"
26-10-2018,"2,4500","2,4500","2,3300"
29-10-2018,"2,4300","2,4300","2,4200"
30-10-2018,"2,4300","2,4500","2,4300"
31-10-2018,"2,4500","2,4800","2,4300"
02-11-2018,"2,4800","2,5600","2,4500"
05-11-2018,"2,4600","2,5400","2,4300"
06-11-2018,"2,5500","2,5900","2,4400"
07-11-2018,"2,4900","2,5000","2,3200"
08-11-2018,"2,3300","2,3300","2,2900"
09-11-2018,"2,3000","2,3000","2,2000"
13-11-2018,"2,1500","2,1600","1,9400"
14-11-2018,"1,9900","1,9900","1,8000"
15-11-2018,"1,8300","1,8700","1,6500"
16-11-2018,"1,7300","1,9800","1,7200"
19-11-2018,"1,9900","2,0000","1,8800"
20-11-2018,"1,9000","1,9300","1,8200"
21-11-2018,"1,9300","2,0500","1,9300"
22-11-2018,"2,0600","2,3000","2,0600"
23-11-2018,"2,2100","2,3500","2,1000"
26-11-2018,"2,1800","2,2300","2,0600"
27-11-2018,"2,1200","2,1200","2,0100"
28-11-2018,"2,1000","2,1700","2,1000"
29-11-2018,"2,1800","2,2300","2,0000"
30-11-2018,"2,0500","2,1400","2,0000"
03-12-2018,"2,1500","2,1500","2,0600"
04-12-2018,"2,1000","2,3100","2,1000"
05-12-2018,"2,2700","2,2900","2,2100"
06-12-2018,"2,2700","2,2900","2,1900"
07-12-2018,"2,2700","2,2700","2,2100"
10-12-2018,"2,2100","2,2200","2,1500"
11-12-2018,"2,2000","2,2300","2,1500"
12-12-2018,"2,2000","2,2200","2,2000"
13-12-2018,"2,2000","2,2100","2,1200"
14-12-2018,"2,1100","2,1600","2,1000"
17-12-2018,"2,1100","2,1500","2,0800"
18-12-2018,"2,0300","2,0800","2,0100"
19-12-2018,"2,0200","2,1200","1,9500"
20-12-2018,"2,0200","2,0400","2,0000"
21-12-2018,"2,0000","2,0300","2,0000"
27-12-2018,"2,0000","2,0400","2,0000"
28-12-2018,"2,0600","2,1300","2,0600"
02-01-2019,"2,1100","2,3000","2,1100"
03-01-2019,"2,3400","2,4000","2,2400"
04-01-2019,"2,3600","2,3600","2,2400"
07-01-2019,"2,3200","2,3200","2,2100"
08-01-2019,"2,2800","2,2800","2,2300"
09-01-2019,"2,2900","2,2900","2,2300"
10-01-2019,"2,2700","2,2700","2,1800"
11-01-2019,"2,2000","2,2400","2,1900"
14-01-2019,"2,2200","2,2200","2,2200"
15-01-2019,"2,2100","2,2800","2,2100"
16-01-2019,"2,2800","2,2800","2,1800"
17-01-2019,"2,2300","2,2300","2,2300"
18-01-2019,"2,2100","2,2300","2,1800"
21-01-2019,"2,2300","2,2300","2,1600"
22-01-2019,"2,2200","2,2200","2,2200"
23-01-2019,"2,2100","2,2100","2,1700"
24-01-2019,"2,2100","2,2100","2,2000"
25-01-2019,"2,2000","2,2000","2,2000"
28-01-2019,"2,1800","2,1900","2,1600"
29-01-2019,"2,2000","2,2000","2,1500"
30-01-2019,"2,1800","2,1900","2,1800"
31-01-2019,"2,1500","2,1800","2,1500"
01-02-2019,"2,1800","2,2800","2,1800"
04-02-2019,"2,2100","2,2600","2,2000"
05-02-2019,"2,2000","2,2200","2,1400"
06-02-2019,"2,1800","2,2000","2,1800"
07-02-2019,"2,1900","2,1900","2,1700"
08-02-2019,"2,1900","2,2000","2,1400"
11-02-2019,"2,1800","2,1900","2,0800"
12-02-2019,"2,1800","2,1800","2,1100"
13-02-2019,"2,1700","2,1800","2,1400"
14-02-2019,"2,1700","2,1700","2,1700"
15-02-2019,"2,1500","2,1700","2,1100"
18-02-2019,"2,1600","2,1600","2,0600"
19-02-2019,"2,0600","2,0800","1,9500"
20-02-2019,"2,0000","2,0300","1,9600"
21-02-2019,"2,0000","2,0100","2,0000"
22-02-2019,"1,9900","2,0000","1,9400"
25-02-2019,"1,9500","2,0600","1,9200"
26-02-2019,"2,0600","2,0600","1,9800"
27-02-2019,"2,0200","2,0200","2,0000"
28-02-2019,"1,9800","1,9900","1,9600"
01-03-2019,"1,9600","2,0000","1,9500"
04-03-2019,"2,0000","2,0700","2,0000"
05-03-2019,"2,0400","2,0600","2,0200"
06-03-2019,"2,0700","2,4000","2,0700"
07-03-2019,"2,3300","2,3400","2,2000"
08-03-2019,"2,2100","2,2900","2,1600"
11-03-2019,"2,2300","2,4800","2,1900"
12-03-2019,"2,3500","2,5800","2,3300"
13-03-2019,"2,5400","2,9400","2,5200"
14-03-2019,"2,8900","2,8900","2,7000"
15-03-2019,"2,7800","2,7800","2,6800"
18-03-2019,"2,7000","3,0000","2,7000"
19-03-2019,"3,0300","3,1900","2,8300"
20-03-2019,"3,0000","3,0500","2,9200"
21-03-2019,"3,0100","3,0100","2,7600"
22-03-2019,"2,8400","2,8900","2,7700"
25-03-2019,"2,8600","2,8800","2,7700"
26-03-2019,"2,8800","3,1000","2,8800"
27-03-2019,"3,0400","3,6400","3,0400"
28-03-2019,"3,5500","3,6400","3,2000"
29-03-2019,"3,4900","3,5500","3,3300"
01-04-2019,"3,4000","3,5000","3,3300"
02-04-2019,"3,3800","3,5800","3,3200"
03-04-2019,"3,5500","3,6000","3,4200"
04-04-2019,"3,5000","3,9000","3,4400"
05-04-2019,"4,0000","4,1000","3,8800"
08-04-2019,"3,9700","4,0900","3,8000"
09-04-2019,"3,9300","4,3200","3,8400"
10-04-2019,"4,3200","4,3700","4,1000"
11-04-2019,"4,2000","4,2900","4,0000"
12-04-2019,"4,1000","4,1200","4,0000"
15-04-2019,"4,0000","4,0800","3,4300"
16-04-2019,"3,0000","3,3600","2,9200"
17-04-2019,"3,1700","3,2500","3,0900"
18-04-2019,"3,1500","3,1800","3,1000"
23-04-2019,"3,2400","3,2400","3,1300"
24-04-2019,"3,2200","3,2200","3,0100"
25-04-2019,"3,1400","3,1400","2,5600"
26-04-2019,"2,7500","2,8000","2,6000"
29-04-2019,"2,7300","2,7600","2,6000"
30-04-2019,"2,7000","2,9000","2,6600"
02-05-2019,"2,7200","2,8200","2,7200"
06-05-2019,"2,8200","2,9800","2,8200"
07-05-2019,"2,9500","2,9700","2,7400"
08-05-2019,"2,7500","2,8600","2,6800"
09-05-2019,"2,7300","2,8000","2,7000"
10-05-2019,"2,7200","2,8200","2,7000"
13-05-2019,"2,7500","3,0200","2,7500"
14-05-2019,"2,9700","3,1000","2,9700"
15-05-2019,"3,0700","3,1100","2,9100"
16-05-2019,"2,8700","2,9700","2,8300"
17-05-2019,"2,8300","2,9000","2,7900"
20-05-2019,"2,8100","3,0900","2,7900"
21-05-2019,"2,9600","3,0500","2,7600"
22-05-2019,"2,7800","2,9700","2,7800"
23-05-2019,"2,9100","2,9100","2,8200"
24-05-2019,"2,7800","2,8700","2,7800"
27-05-2019,"2,7900","2,8300","2,6200"
28-05-2019,"2,6900","2,7500","2,6600"
29-05-2019,"2,6300","2,7500","2,6300"
30-05-2019,"2,9200","2,9900","2,8300"
31-05-2019,"2,8900","2,9700","2,8700"
03-06-2019,"2,8400","2,9600","2,8400"
04-06-2019,"2,9400","2,9500","2,8400"
05-06-2019,"2,9000","2,9600","2,8100"
06-06-2019,"2,8200","2,9500","2,8200"
07-06-2019,"2,8200","2,8700","2,7100"
10-06-2019,"2,8600","2,8600","2,7200"
11-06-2019,"2,8700","2,8700","2,7200"
12-06-2019,"2,8700","2,8700","2,8000"
13-06-2019,"2,8600","2,8600","2,7600"
14-06-2019,"2,8500","2,8500","2,7200"
17-06-2019,"2,7300","2,8300","2,7300"
18-06-2019,"2,7400","2,8100","2,7400"
19-06-2019,"2,7400","2,8000","2,7200"
21-06-2019,"2,6900","2,7800","2,6900"
24-06-2019,"2,7600","2,8900","2,6900"
25-06-2019,"2,8800","2,9000","2,7600"
26-06-2019,"2,8900","2,9200","2,7900"
27-06-2019,"2,8700","2,8900","2,7800"
28-06-2019,"2,8800","2,8900","2,8800"
01-07-2019,"2,7900","3,1700","2,7900"
02-07-2019,"3,4700","3,7100","3,4700"
03-07-2019,"3,6900","3,6900","3,5800"
04-07-2019,"3,6000","3,6600","3,5800"
05-07-2019,"3,6400","3,6500","3,6000"
08-07-2019,"3,6100","3,7400","3,6100"
09-07-2019,"3,6900","3,9000","3,6900"
10-07-2019,"3,9700","4,0100","3,8000"
11-07-2019,"3,8300","3,8500","3,7100"
12-07-2019,"3,7300","3,7900","3,7000"
15-07-2019,"3,8400","3,8900","3,7400"
16-07-2019,"3,7300","3,7700","3,7000"
17-07-2019,"3,7500","3,7600","3,7100"
18-07-2019,"3,7600","3,7600","3,6800"
19-07-2019,"3,6700","3,7000","3,6400"
22-07-2019,"3,6500","3,8400","3,6500"
23-07-2019,"3,8200","3,9100","3,7800"
24-07-2019,"3,7600","3,9100","3,7300"
25-07-2019,"3,8500","4,0700","3,8500"
26-07-2019,"4,0500","4,0800","4,0000"
29-07-2019,"3,9700","4,1100","3,8800"
30-07-2019,"4,4800","4,5100","4,4700"
31-07-2019,"4,4700","4,5100","4,4700"
01-08-2019,"4,4900","4,4900","4,4700"
02-08-2019,"4,4600","4,5000","4,4500"
05-08-2019,"4,4600","4,4900","4,4600"
06-08-2019,"4,4700","4,6800","4,4700"
07-08-2019,"4,6800","4,6800","4,5100"
08-08-2019,"4,5000","4,6000","4,5000"
09-08-2019,"4,4700","4,5000","4,4700"
12-08-2019,"4,4800","4,4900","4,4700"
13-08-2019,"4,4800","4,4900","4,4700"
14-08-2019,"4,4900","4,4900","4,4700"
16-08-2019,"4,4800","4,4900","4,4800"
19-08-2019,"4,4900","4,4900","4,4800"
20-08-2019,"4,1300","4,3200","3,9500"
21-08-2019,"4,2000","4,4300","4,1700"
22-08-2019,"4,3800","4,3900","4,2700"
23-08-2019,"4,3500","4,3700","4,2800"
26-08-2019,"4,2800","4,3700","4,2500"
27-08-2019,"4,3300","4,4900","4,3000"
28-08-2019,"4,4900","4,8000","4,4900"
29-08-2019,"4,7700","4,8700","4,6900"
30-08-2019,"4,9000","4,9000","4,7700"
02-09-2019,"4,8900","4,8900","4,5400"
03-09-2019,"4,5400","4,5500","4,4500"
04-09-2019,"4,5200","4,5500","4,4300"
05-09-2019,"4,4200","4,4600","4,4200"
06-09-2019,"4,6600","4,6600","4,3800"
09-09-2019,"4,4900","4,6000","4,1600"
10-09-2019,"4,3000","4,4900","4,2500"
11-09-2019,"4,3500","4,3500","4,3200"
12-09-2019,"4,3500","4,3600","4,2600"
13-09-2019,"4,3400","4,4400","4,3400"
16-09-2019,"4,3400","4,4800","4,3300"
17-09-2019,"4,4000","4,4400","4,4000"
18-09-2019,"4,4200","4,4600","4,4000"
19-09-2019,"4,4100","4,4400","4,4000"
20-09-2019,"4,3300","4,3500","4,3300"
23-09-2019,"4,3600","4,3600","4,3000"
24-09-2019,"4,3200","4,5900","4,3200"
25-09-2019,"4,4900","4,4900","4,2700"
26-09-2019,"4,2500","4,3200","4,2500"
27-09-2019,"4,3100","4,3200","3,8800"
30-09-2019,"4,2500","4,2500","4,0000"
01-10-2019,"4,1500","4,1500","3,8100"
02-10-2019,"4,1400","4,1500","3,9500"
03-10-2019,"4,0900","4,0900","3,9700"
04-10-2019,"4,1800","4,2900","4,1800"
07-10-2019,"4,2900","4,3900","4,2900"
08-10-2019,"4,3700","4,3700","4,3300"
09-10-2019,"4,3200","4,3200","4,1800"
10-10-2019,"4,3300","4,3300","4,1300"
11-10-2019,"4,2200","4,3500","4,2200"
14-10-2019,"4,1800","4,3500","4,1800"
15-10-2019,"4,2400","4,4500","4,2000"
16-10-2019,"4,2400","4,3500","4,2300"
17-10-2019,"4,3500","4,4400","4,3500"
18-10-2019,"4,3600","4,3800","4,2900"
21-10-2019,"4,2900","4,3000","4,2100"
22-10-2019,"4,2200","4,3300","4,2200"
23-10-2019,"4,2300","4,3300","4,2300"
24-10-2019,"4,4000","4,4000","4,2400"
25-10-2019,"4,2400","4,2400","4,2400"
28-10-2019,"4,2400","4,8000","4,2100"
29-10-2019,"4,7500","4,7500","4,4600"
30-10-2019,"4,5700","4,5700","4,4900"
31-10-2019,"4,4900","4,4900","4,3000"
